STRONG,OBJ,UID,Condition_GP,V,WEAK,STRUG_START,two_level_prosody,IID,PP1,XY,Condition_Q,QI,SID,REC_CLEAN,REC,Reading,STRUG,prosody,FIRST
PP1,YES,3-2-1,TRUE,NO,OBJ,,PP1 > OBJ,2,YES,X,TRUE,NO,3,2EQY,3.2EQY_X,1,NO,PP1 > OBJ,16Y
PP1,YES,3-2-2,TRUE,NO,OBJ,,PP1 > OBJ,2,YES,Y,TRUE,NO,3,2EQY,3.2EQY_Y,2,NO,PP1 > OBJ,16Y
PP1,NO,3-3-1,TRUE,NO,NONE,,PP1,3,YES,X,TRUE,NO,3,3EQY,3.3EQY_X,1,NO,PP1 ,16Y
PP1,YES,3-3-2,TRUE,NO,V,,PP1 > OBJ,3,YES,Y,TRUE,NO,3,3EQY,3.3EQY_Y,2,NO,PP1 > OBJ > V,16Y
OBJ,YES,3-4-1,FALSE,NO,NONE,,OBJ,4,NO,X,TRUE,NO,3,4EQN,3.4EQN_X,1,NO,OBJ ,16Y
OBJ,YES,3-4-2,FALSE,YES,PP1,PP2,OBJ > PP1,4,YES,Y,TRUE,NO,3,4EQN,3.4EQN_Y,2,YES,OBJ > V PP1,16Y
PP1,YES,3-5-1,TRUE,NO,OBJ,PP2,PP1 > OBJ,5,YES,X,TRUE,YES,3,5EQY,3.5EQY_X,1,YES,PP1 > OBJ,16Y
PP1,NO,3-5-2,TRUE,NO,NONE,,PP1,5,YES,Y,TRUE,NO,3,5EQY,3.5EQY_Y,2,NO,PP1 ,16Y
PP1,NO,3-6-1,FALSE,YES,V,,PP1,6,YES,X,TRUE,YES,3,6EQN,3.6EQN_X,1,NO,PP1 > V,16Y
OBJ,YES,3-6-2,FALSE,NO,NONE,,OBJ,6,NO,Y,TRUE,NO,3,6EQN,3.6EQN_Y,2,NO,OBJ ,16Y
OBJ,YES,3-7-1,FALSE,NO,NONE,,OBJ,7,NO,X,FALSE,NO,3,7EDN,3.7EDN_X,1,NO,OBJ ,16Y
OBJ,YES,3-7-2,FALSE,NO,PP1,,OBJ > PP1,7,YES,Y,FALSE,NO,3,7EDN,3.7EDN_Y,2,NO,OBJ > PP1,16Y
OBJ,YES,3-8-1,FALSE,NO,PP1,,OBJ > PP1,8,YES,X,FALSE,NO,3,8EDN,3.8EDN_X,1,NO,OBJ > PP1,16Y
PP1,YES,3-8-2,FALSE,NO,OBJ,,PP1 > OBJ,8,YES,Y,FALSE,NO,3,8EDN,3.8EDN_Y,2,NO,PP1 > OBJ,16Y
OBJ,YES,3-9-1,TRUE,YES,V,,OBJ > PP1,9,YES,X,FALSE,NO,3,9EDY,3.9EDY_X,1,NO,OBJ > V PP1,16Y
OBJ,YES,3-9-2,TRUE,YES,V,,OBJ > PP1,9,YES,Y,FALSE,NO,3,9EDY,3.9EDY_Y,2,NO,OBJ > V PP1,16Y
PP1,YES,4-1-1,FALSE,NO,OBJ,PP2,PP1 > OBJ,1,YES,X,TRUE,YES,4,1EQN,4.1EQN_X,1,YES,PP1 > OBJ,16X
OBJ,YES,4-1-2,FALSE,NO,NONE,,OBJ,1,NO,Y,TRUE,YES,4,1EQN,4.1EQN_Y,2,NO,OBJ ,16X
V,YES,4-10-1,FALSE,YES,OBJ,,OBJ,10,NO,X,FALSE,NO,4,10EDN,4.10EDN_X,1,NO,V > OBJ,16X
OBJ,YES,4-10-2,FALSE,NO,NONE,,OBJ,10,NO,Y,FALSE,NO,4,10EDN,4.10EDN_Y,2,NO,OBJ ,16X
PP1,YES,4-11-1,TRUE,NO,OBJ,,PP1 > OBJ,11,YES,X,TRUE,YES,4,11EQY,4.11EQY_X,1,NO,PP1 > OBJ,16X
PP1,YES,4-11-2,TRUE,NO,OBJ,,PP1 > OBJ,11,YES,Y,TRUE,YES,4,11EQY,4.11EQY_Y,2,NO,PP1 > OBJ,16X
OBJ,YES,4-12-1,FALSE,NO,NONE,,OBJ,12,NO,X,TRUE,YES,4,12EQN,4.12EQN_X,1,NO,OBJ ,16X
PP1,NO,4-12-2,FALSE,NO,NONE,,PP1,12,YES,Y,TRUE,YES,4,12EQN,4.12EQN_Y,2,NO,PP1 ,16X
PP1,YES,4-13-1,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,X,TRUE,NO,4,13EQY,4.13EQY_X,1,NO,PP1 > OBJ,16X
PP1,NO,4-13-2,TRUE,NO,NONE,,PP1,13,YES,Y,TRUE,YES,4,13EQY,4.13EQY_Y,2,NO,PP1 ,16X
PP1,YES,4-14-1,TRUE,NO,OBJ,PP2,PP1 > OBJ,14,YES,X,FALSE,NO,4,14EDY,4.14EDY_X,1,YES,PP1 > OBJ,16X
PP1,YES,4-14-2,TRUE,NO,OBJ,,PP1 > OBJ,14,YES,Y,FALSE,NO,4,14EDY,4.14EDY_Y,2,NO,PP1 > OBJ,16X
PP1,YES,4-15-1,FALSE,NO,OBJ,PP2,PP1 > OBJ,15,YES,X,TRUE,YES,4,15EQN,4.15EQN_X,1,YES,PP1 > OBJ,16X
OBJ,YES,4-15-2,FALSE,NO,NONE,,OBJ,15,NO,Y,TRUE,YES,4,15EQN,4.15EQN_Y,2,NO,OBJ ,16X
PP1,NO,4-16-1,TRUE,NO,NONE,,PP1,16,YES,X,FALSE,NO,4,16EDY,4.16EDY_X,1,NO,PP1 ,16X
PP1,NO,4-16-2,TRUE,YES,V,,PP1,16,YES,Y,FALSE,NO,4,16EDY,4.16EDY_Y,2,NO,PP1 > V,16X
PP1,NO,4-2-1,FALSE,NO,NONE,,PP1,2,YES,X,FALSE,NO,4,2EDN,4.2EDN_X,1,NO,PP1 ,16X
OBJ,YES,4-2-2,FALSE,NO,PP1,,OBJ > PP1,2,YES,Y,FALSE,NO,4,2EDN,4.2EDN_Y,2,NO,OBJ > PP1,16X
NONE,YES,4-3-1,FALSE,NO,NONE,,OBJ PP1,3,YES,X,FALSE,NO,4,3EDN,4.3EDN_X,1,NO,OBJ PP1,16X
OBJ,YES,4-3-2,FALSE,NO,NONE,,OBJ,3,NO,Y,FALSE,NO,4,3EDN,4.3EDN_Y,2,NO,OBJ ,16X
PP1,YES,4-4-1,TRUE,NO,OBJ,,PP1 > OBJ,4,YES,X,FALSE,NO,4,4EDY,4.4EDY_X,1,NO,PP1 > OBJ,16X
V,NO,4-4-2,TRUE,YES,PP1,,PP1,4,YES,Y,FALSE,NO,4,4EDY,4.4EDY_Y,2,NO,V > PP1,16X
OBJ,YES,4-5-1,FALSE,NO,PP1,PP1,OBJ > PP1,5,YES,X,FALSE,NO,4,5EDN,4.5EDN_X,1,YES,OBJ > PP1,16X
OBJ,YES,4-5-2,FALSE,NO,NONE,,OBJ,5,NO,Y,FALSE,NO,4,5EDN,4.5EDN_Y,2,NO,OBJ ,16X
OBJ,YES,4-6-1,TRUE,NO,PP1,,OBJ > PP1,6,YES,X,FALSE,NO,4,6EDY,4.6EDY_X,1,NO,OBJ > PP1,16X
PP1,NO,4-6-2,TRUE,NO,NONE,,PP1,6,YES,Y,FALSE,NO,4,6EDY,4.6EDY_Y,2,NO,PP1 ,16X
OBJ,YES,4-7-1,TRUE,NO,PP1,,OBJ > PP1,7,YES,X,TRUE,YES,4,7EQY,4.7EQY_X,1,NO,OBJ > PP1,16X
PP1,NO,4-7-2,TRUE,NO,NONE,PP2,PP1,7,YES,Y,TRUE,YES,4,7EQY,4.7EQY_Y,2,YES,PP1 ,16X
PP1,YES,4-8-1,TRUE,NO,OBJ,,PP1 > OBJ,8,YES,X,TRUE,YES,4,8EQY,4.8EQY_X,1,NO,PP1 > OBJ,16X
PP1,NO,4-8-2,TRUE,NO,NONE,PP1,PP1,8,YES,Y,TRUE,YES,4,8EQY,4.8EQY_Y,2,YES,PP1 ,16X
V,YES,4-9-1,FALSE,YES,OBJ,OBJ,OBJ,9,NO,X,TRUE,NO,4,9EQN,4.9EQN_X,1,YES,V > OBJ,16X
V,NO,4-9-2,FALSE,YES,NONE,,,9,NO,Y,TRUE,YES,4,9EQN,4.9EQN_Y,2,NO,V ,16X
OBJ,YES,5-12-1,FALSE,NO,PP1,,OBJ > PP1,12,YES,X,FALSE,NO,5,12EDN,5.12EDN_X,1,NO,OBJ > PP1,1X
OBJ,YES,5-12-2,FALSE,NO,NONE,,OBJ,12,NO,Y,FALSE,NO,5,12EDN,5.12EDN_Y,2,NO,OBJ ,1X
OBJ,YES,5-13-1,TRUE,NO,PP1,,OBJ > PP1,13,YES,X,FALSE,NO,5,13EDY,5.13EDY_X,1,NO,OBJ > PP1,1X
PP1,YES,5-13-2,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,Y,FALSE,NO,5,13EDY,5.13EDY_Y,2,NO,PP1 > OBJ,1X
PP1,NO,5-14-1,TRUE,NO,NONE,,PP1,14,YES,X,TRUE,YES,5,14EQY,5.14EQY_X,1,NO,PP1 ,1X
PP1,YES,5-14-2,TRUE,NO,OBJ,,PP1 > OBJ,14,YES,Y,TRUE,YES,5,14EQY,5.14EQY_Y,2,NO,PP1 > OBJ,1X
OBJ,YES,5-2-1,FALSE,NO,PP1,,OBJ > PP1,2,YES,X,TRUE,YES,5,2EQN,5.2EQN_X,1,NO,OBJ > PP1,1X
OBJ,YES,5-2-2,FALSE,NO,NONE,,OBJ,2,NO,Y,TRUE,YES,5,2EQN,5.2EQN_Y,2,NO,OBJ ,1X
PP1,NO,5-3-1,FALSE,NO,NONE,,PP1,3,YES,X,TRUE,YES,5,3EQN,5.3EQN_X,1,NO,PP1 ,1X
PP1,NO,5-3-2,FALSE,NO,OBJ,,PP1 > OBJ,3,YES,Y,TRUE,YES,5,3EQN,5.3EQN_Y,2,NO,PP1 > OBJ,1X
PP1,YES,5-4-1,TRUE,NO,OBJ,PP1,PP1 > OBJ,4,YES,X,TRUE,YES,5,4EQY,5.4EQY_X,1,YES,PP1 > OBJ,1X
OBJ,YES,5-4-2,TRUE,NO,PP1,,OBJ > PP1,4,YES,Y,TRUE,NO,5,4EQY,5.4EQY_Y,2,NO,OBJ > PP1,1X
PP1,YES,5-8-1,TRUE,NO,OBJ,,PP1 > OBJ,8,YES,X,FALSE,NO,5,8EDY,5.8EDY_X,1,NO,PP1 > OBJ,1X
PP1,YES,5-8-2,TRUE,NO,OBJ,,PP1 > OBJ,8,YES,Y,FALSE,NO,5,8EDY,5.8EDY_Y,2,NO,PP1 > OBJ,1X
OBJ,YES,5-9-1,FALSE,NO,NONE,,OBJ,9,NO,X,FALSE,NO,5,9EDN,5.9EDN_X,1,NO,OBJ ,1X
OBJ,YES,5-9-2,FALSE,NO,PP1,,OBJ > PP1,9,YES,Y,FALSE,NO,5,9EDN,5.9EDN_Y,2,NO,OBJ > PP1,1X
PP1,YES,6-1-1,TRUE,NO,OBJ,,PP1 > OBJ,1,YES,X,TRUE,NO,6,1EQY,1EQY,1,NO,PP1 > OBJ,1Y
OBJ,YES,6-1-2,TRUE,NO,PP1,,OBJ > PP1,1,YES,Y,TRUE,NO,6,1EQY,1EQY,2,NO,OBJ > PP1,1Y
PP1,YES,6-10-1,TRUE,NO,OBJ,,PP1 > OBJ,10,YES,X,FALSE,NO,6,10EDY,10EDY,1,NO,PP1 > OBJ,1Y
PP1,YES,6-10-2,TRUE,NO,OBJ,,PP1 > OBJ,10,YES,Y,FALSE,NO,6,10EDY,10EDY,2,NO,PP1 > OBJ,1Y
OBJ,YES,6-11-1,FALSE,NO,PP1,,OBJ > PP1,11,YES,X,TRUE,YES,6,11EQN,11EQN,1,NO,OBJ > PP1,1Y
NONE,YES,6-11-2,FALSE,NO,NONE,,OBJ PP1,11,YES,Y,TRUE,YES,6,11EQN,11EQN,2,NO,OBJ PP1,1Y
PP1,YES,6-12-1,TRUE,NO,OBJ,,PP1 > OBJ,12,YES,X,TRUE,YES,6,12EQY,12EQY,1,NO,PP1 > OBJ,1Y
PP1,NO,6-12-2,TRUE,YES,V,,PP1,12,YES,Y,TRUE,YES,6,12EQY,12EQY,2,NO,PP1 > V,1Y
OBJ,YES,6-13-1,FALSE,NO,PP1,,OBJ > PP1,13,YES,X,TRUE,YES,6,13EQN,13EQN,1,NO,OBJ > PP1,1Y
OBJ,YES,6-13-2,FALSE,NO,NONE,,OBJ,13,NO,Y,TRUE,YES,6,13EQN,13EQN,2,NO,OBJ ,1Y
OBJ,YES,6-14-1,FALSE,NO,PP1,,OBJ > PP1,14,YES,X,FALSE,NO,6,14EDN,14EDN,1,NO,OBJ > PP1,1Y
OBJ,YES,6-14-2,FALSE,NO,PP1,,OBJ > PP1,14,YES,Y,FALSE,NO,6,14EDN,14EDN,2,NO,OBJ > PP1,1Y
OBJ,YES,6-15-1,TRUE,NO,PP1,,OBJ > PP1,15,YES,X,TRUE,NO,6,15EQY,15EQY,1,NO,OBJ > PP1,1Y
OBJ,YES,6-15-2,TRUE,NO,PP1,,OBJ > PP1,15,YES,Y,TRUE,YES,6,15EQY,15EQY,2,NO,OBJ > PP1,1Y
OBJ,YES,6-16-1,FALSE,NO,PP1,,OBJ > PP1,16,YES,X,FALSE,NO,6,16EDN,16EDN,1,NO,OBJ > PP1,1Y
PP1,YES,6-16-2,FALSE,NO,OBJ,,PP1 > OBJ,16,YES,Y,FALSE,NO,6,16EDN,16EDN,2,NO,PP1 > OBJ,1Y
NONE,YES,6-2-1,TRUE,NO,NONE,PP2,OBJ PP1,2,YES,X,FALSE,NO,6,2EDY,2EDY,1,YES,OBJ PP1,1Y
PP1,YES,6-2-2,TRUE,NO,OBJ,,PP1 > OBJ,2,YES,Y,FALSE,NO,6,2EDY,2EDY,2,NO,PP1 > OBJ,1Y
PP1,YES,6-3-1,TRUE,NO,OBJ,,PP1 > OBJ,3,YES,X,FALSE,NO,6,3EDY,3EDY,1,NO,PP1 > OBJ,1Y
OBJ,YES,6-3-2,TRUE,NO,PP1,,OBJ > PP1,3,YES,Y,FALSE,NO,6,3EDY,3EDY,2,NO,OBJ > PP1,1Y
PP1,NO,6-4-1,FALSE,NO,NONE,,PP1,4,YES,X,FALSE,NO,6,4EDN,4EDN,1,NO,PP1 ,1Y
OBJ,YES,6-4-2,FALSE,NO,PP1,,OBJ > PP1,4,YES,Y,FALSE,NO,6,4EDN,4EDN,2,NO,OBJ > PP1,1Y
PP1,YES,6-5-1,TRUE,NO,OBJ,,PP1 > OBJ,5,YES,X,FALSE,NO,6,5EDY,5EDY,1,NO,PP1 > OBJ,1Y
OBJ,YES,6-5-2,TRUE,NO,PP1,,OBJ > PP1,5,YES,Y,FALSE,NO,6,5EDY,5EDY,2,NO,OBJ > PP1,1Y
OBJ,YES,6-6-1,FALSE,NO,PP1,,OBJ > PP1,6,YES,X,FALSE,NO,6,6EDN,6EDN,1,NO,OBJ > PP1,1Y
OBJ,YES,6-6-2,FALSE,NO,PP1,,OBJ > PP1,6,YES,Y,FALSE,NO,6,6EDN,6EDN,2,NO,OBJ > PP1,1Y
PP1,YES,6-7-1,FALSE,NO,OBJ,,PP1 > OBJ,7,YES,X,TRUE,NO,6,7EQN,7EQN,1,NO,PP1 > OBJ,1Y
OBJ,YES,6-7-2,FALSE,NO,PP1,,OBJ > PP1,7,YES,Y,TRUE,YES,6,7EQN,7EQN,2,NO,OBJ > PP1,1Y
PP1,YES,6-8-1,FALSE,NO,OBJ,,PP1 > OBJ,8,YES,X,TRUE,YES,6,8EQN,8EQN,1,NO,PP1 > OBJ,1Y
OBJ,YES,6-8-2,FALSE,NO,PP1,,OBJ > PP1,8,YES,Y,TRUE,YES,6,8EQN,8EQN,2,NO,OBJ > PP1,1Y
OBJ,YES,6-9-1,TRUE,NO,PP1,,OBJ > PP1,9,YES,X,TRUE,NO,6,9EQY,9EQY,1,NO,OBJ > PP1,1Y
OBJ,YES,6-9-2,TRUE,YES,PP1,,OBJ > PP1,9,YES,Y,TRUE,YES,6,9EQY,9EQY,2,NO,OBJ > V PP1,1Y
OBJ,YES,7-1-1,TRUE,NO,NONE,,OBJ,1,NO,X,FALSE,NO,7,1EDY,7.1EDY_X,1,NO,OBJ ,16X
OBJ,YES,7-1-2,TRUE,NO,PP1,,OBJ > PP1,1,YES,Y,FALSE,NO,7,1EDY,7.1EDY_Y,2,NO,OBJ > PP1,16X
PP1,NO,7-10-1,TRUE,NO,NONE,,PP1,10,YES,X,TRUE,YES,7,10EQY,7.10EQY_X,1,NO,PP1 ,16X
PP1,NO,7-10-2,TRUE,NO,NONE,,PP1,10,YES,Y,TRUE,YES,7,10EQY,7.10EQY_Y,2,NO,PP1 ,16X
OBJ,YES,7-11-1,FALSE,NO,NONE,,OBJ,11,NO,X,FALSE,NO,7,11EDN,7.11EDN_X,1,NO,OBJ ,16X
NONE,YES,7-11-2,FALSE,NO,NONE,,OBJ PP1,11,YES,Y,FALSE,NO,7,11EDN,7.11EDN_Y,2,NO,OBJ PP1,16X
PP1,NO,7-12-1,TRUE,NO,NONE,,PP1,12,YES,X,FALSE,NO,7,12EDY,7.12EDY_X,1,NO,PP1 ,16X
PP1,NO,7-12-2,TRUE,NO,NONE,,PP1,12,YES,Y,FALSE,NO,7,12EDY,7.12EDY_Y,2,NO,PP1 ,16X
OBJ,YES,7-13-1,FALSE,NO,NONE,,OBJ,13,NO,X,FALSE,NO,7,13EDN,7.13EDN_X,1,NO,OBJ ,16X
PP1,NO,7-13-2,FALSE,NO,NONE,,PP1,13,YES,Y,FALSE,NO,7,13EDN,7.13EDN_Y,2,NO,PP1 ,16X
OBJ,YES,7-14-1,FALSE,NO,NONE,,OBJ,14,NO,X,TRUE,YES,7,14EQN,7.14EQN_X,1,NO,OBJ ,16X
PP1,YES,7-14-2,FALSE,NO,OBJ,,PP1 > OBJ,14,YES,Y,TRUE,YES,7,14EQN,7.14EQN_Y,2,NO,PP1 > OBJ,16X
PP1,YES,7-15-1,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,X,FALSE,NO,7,15EDY,7.15EDY_X,1,NO,PP1 > OBJ,16X
PP1,NO,7-15-2,TRUE,NO,NONE,,PP1,15,YES,Y,FALSE,NO,7,15EDY,7.15EDY_Y,2,NO,PP1 ,16X
OBJ,YES,7-16-1,FALSE,NO,NONE,,OBJ,16,NO,X,TRUE,YES,7,16EQN,7.16EQN_X,1,NO,OBJ ,16X
OBJ,YES,7-16-2,FALSE,NO,PP1,,OBJ > PP1,16,YES,Y,TRUE,YES,7,16EQN,7.16EQN_Y,2,NO,OBJ > PP1,16X
NONE,YES,7-2-1,TRUE,NO,NONE,START,OBJ PP1,2,YES,X,TRUE,YES,7,2EQY,7.2EQY_X,1,YES,OBJ PP1,16X
PP1,NO,7-2-2,TRUE,NO,NONE,,PP1,2,YES,Y,TRUE,YES,7,2EQY,7.2EQY_Y,2,NO,PP1 ,16X
PP1,NO,7-3-1,TRUE,NO,NONE,,PP1,3,YES,X,TRUE,NO,7,3EQY,7.3EQY_X,1,NO,PP1 ,16X
NONE,YES,7-3-2,TRUE,NO,NONE,,OBJ PP1,3,YES,Y,TRUE,NO,7,3EQY,7.3EQY_Y,2,NO,OBJ PP1,16X
NONE,NO,7-4-1,FALSE,NO,NONE,,,4,NO,X,TRUE,YES,7,4EQN,7.4EQN_X,1,NO,,16X
OBJ,YES,7-4-2,FALSE,NO,NONE,,OBJ,4,NO,Y,TRUE,YES,7,4EQN,7.4EQN_Y,2,NO,OBJ ,16X
OBJ,YES,7-5-1,TRUE,NO,NONE,,OBJ,5,NO,X,TRUE,YES,7,5EQY,7.5EQY_X,1,NO,OBJ ,16X
PP1,NO,7-5-2,TRUE,NO,NONE,,PP1,5,YES,Y,TRUE,YES,7,5EQY,7.5EQY_Y,2,NO,PP1 ,16X
OBJ,YES,7-6-1,FALSE,NO,PP1,,OBJ > PP1,6,YES,X,TRUE,YES,7,6EQN,7.6EQN_X,1,NO,OBJ > PP1,16X
OBJ,YES,7-6-2,FALSE,NO,NONE,,OBJ,6,NO,Y,TRUE,YES,7,6EQN,7.6EQN_Y,2,NO,OBJ ,16X
PP1,NO,7-7-1,FALSE,NO,NONE,,PP1,7,YES,X,FALSE,NO,7,7EDN,7.7EDN_X,1,NO,PP1 ,16X
OBJ,YES,7-7-2,FALSE,NO,PP1,,OBJ > PP1,7,YES,Y,FALSE,NO,7,7EDN,7.7EDN_Y,2,NO,OBJ > PP1,16X
,,7-8-1,FALSE,,,,,8,,X,FALSE,,7,8EDN,7.8EDN_X,1,,,16X
OBJ,YES,7-8-2,FALSE,NO,PP1,,OBJ > PP1,8,YES,Y,FALSE,NO,7,8EDN,7.8EDN_Y,2,NO,OBJ > PP1,16X
PP1,NO,7-9-1,TRUE,NO,NONE,,PP1,9,YES,X,FALSE,NO,7,9EDY,7.9EDY_X,1,NO,PP1 ,16X
PP1,YES,7-9-2,TRUE,NO,OBJ,,PP1 > OBJ,9,YES,Y,FALSE,NO,7,9EDY,7.9EDY_Y,2,NO,PP1 > OBJ,16X
OBJ,YES,8-1-1,FALSE,NO,NONE,PP1,OBJ,1,NO,X,TRUE,YES,8,1EQN,1EQN,1,YES,OBJ ,16Y
,,8-1-2,FALSE,,,,,1,,Y,TRUE,,8,1EQN,1EQN,2,,,16Y
PP1,NO,8-10-1,FALSE,YES,V,,PP1,10,YES,X,FALSE,NO,8,10EDN,10EDN,1,NO,PP1 > V,16Y
PP1,NO,8-10-2,FALSE,NO,NONE,,PP1,10,YES,Y,FALSE,NO,8,10EDN,10EDN,2,NO,PP1 ,16Y
PP1,NO,8-11-1,TRUE,NO,NONE,,PP1,11,YES,X,TRUE,YES,8,11EQY,11EQY,1,NO,PP1 ,16Y
OBJ,YES,8-11-2,TRUE,NO,PP1,,OBJ > PP1,11,YES,Y,TRUE,,8,11EQY,11EQY,2,NO,OBJ > PP1,16Y
PP1,NO,8-12-1,FALSE,NO,NONE,,PP1,12,YES,X,TRUE,YES,8,12EQN,12EQN,1,NO,PP1 ,16Y
PP1,NO,8-12-2,FALSE,NO,NONE,,PP1,12,YES,Y,TRUE,YES,8,12EQN,12EQN,2,NO,PP1 ,16Y
PP1,YES,8-13-1,TRUE,NO,OBJ,PP1,PP1 > OBJ,13,YES,X,TRUE,YES,8,13EQY,13EQY,1,YES,PP1 > OBJ,16Y
PP1,YES,8-13-2,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,Y,TRUE,YES,8,13EQY,13EQY,2,NO,PP1 > OBJ,16Y
PP1,NO,8-14-1,TRUE,NO,NONE,,PP1,14,YES,X,FALSE,NO,8,14EDY,14EDY,1,NO,PP1 ,16Y
PP1,NO,8-14-2,TRUE,NO,NONE,,PP1,14,YES,Y,FALSE,NO,8,14EDY,14EDY,2,NO,PP1 ,16Y
PP1,NO,8-15-1,FALSE,NO,NONE,PP2,PP1,15,YES,X,TRUE,YES,8,15EQN,15EQN,1,YES,PP1 ,16Y
V,YES,8-15-2,FALSE,YES,OBJ,,OBJ,15,NO,Y,TRUE,YES,8,15EQN,15EQN,2,NO,V > OBJ,16Y
PP1,NO,8-16-1,TRUE,NO,NONE,START,PP1,16,YES,X,FALSE,NO,8,16EDY,16EDY,1,YES,PP1 ,16Y
PP1,YES,8-16-2,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,Y,FALSE,NO,8,16EDY,16EDY,2,NO,PP1 > OBJ,16Y
PP1,NO,8-2-1,FALSE,NO,NONE,PP2,PP1,2,YES,X,FALSE,NO,8,2EDN,2EDN,1,YES,PP1 ,16Y
OBJ,YES,8-2-2,FALSE,NO,PP1,,OBJ > PP1,2,YES,Y,FALSE,NO,8,2EDN,2EDN,2,NO,OBJ > PP1,16Y
PP1,YES,8-3-1,FALSE,NO,OBJ,,PP1 > OBJ,3,YES,X,FALSE,NO,8,3EDN,3EDN,1,NO,PP1 > OBJ,16Y
OBJ,YES,8-3-2,FALSE,NO,NONE,,OBJ,3,NO,Y,FALSE,NO,8,3EDN,3EDN,2,NO,OBJ ,16Y
PP1,NO,8-4-1,TRUE,NO,NONE,PP1,PP1,4,YES,X,FALSE,NO,8,4EDY,4EDY,1,YES,PP1 ,16Y
PP1,NO,8-4-2,TRUE,NO,NONE,PP1,PP1,4,YES,Y,FALSE,NO,8,4EDY,4EDY,2,YES,PP1 ,16Y
PP1,YES,8-5-1,FALSE,NO,OBJ,,PP1 > OBJ,5,YES,X,FALSE,NO,8,5EDN,5EDN,1,NO,PP1 > OBJ,16Y
OBJ,YES,8-5-2,FALSE,NO,NONE,,OBJ,5,NO,Y,FALSE,NO,8,5EDN,5EDN,2,NO,OBJ ,16Y
PP1,NO,8-6-1,TRUE,NO,NONE,,PP1,6,YES,X,FALSE,NO,8,6EDY,6EDY,1,NO,PP1 ,16Y
PP1,NO,8-6-2,TRUE,NO,NONE,,PP1,6,YES,Y,FALSE,NO,8,6EDY,6EDY,2,NO,PP1 ,16Y
PP1,YES,8-7-1,FALSE,NO,OBJ,,PP1 > OBJ,7,YES,X,TRUE,YES,8,7EQN,7EQN,1,NO,PP1 > OBJ,16Y
PP1,NO,8-7-2,FALSE,YES,V,,PP1,7,YES,Y,TRUE,YES,8,7EQN,7EQN,2,NO,PP1 > V,16Y
PP1,NO,8-8-1,TRUE,NO,NONE,START,PP1,8,YES,X,TRUE,YES,8,8EQY,8EQY,1,YES,PP1 ,16Y
PP1,NO,8-8-2,TRUE,NO,NONE,,PP1,8,YES,Y,TRUE,YES,8,8EQY,8EQY,2,NO,PP1 ,16Y
OBJ,YES,8-9-1,FALSE,NO,PP1,,OBJ > PP1,9,YES,X,TRUE,YES,8,9EQN,9EQN,1,NO,OBJ > PP1,16Y
PP1,YES,8-9-2,FALSE,NO,OBJ,,PP1 > OBJ,9,YES,Y,TRUE,YES,8,9EQN,9EQN,2,NO,PP1 > OBJ,16Y
PP1,NO,9-1-1,FALSE,NO,NONE,,PP1,1,YES,X,FALSE,NO,9,1EDN,9.1EDN_X,1,NO,PP1 ,16Y
OBJ,YES,9-1-2,FALSE,NO,NONE,,OBJ,1,NO,Y,FALSE,NO,9,1EDN,9.1EDN_Y,2,NO,OBJ ,16Y
PP1,NO,9-10-1,FALSE,NO,NONE,PP2,PP1,10,YES,X,TRUE,NO,9,10EQN,9.10EQN_X,1,YES,PP1 ,16Y
PP1,NO,9-10-2,FALSE,NO,NONE,,PP1,10,YES,Y,TRUE,YES,9,10EQN,9.10EQN_Y,2,NO,PP1 ,16Y
PP1,NO,9-11-1,TRUE,NO,NONE,,PP1,11,YES,X,FALSE,NO,9,11EDY,9.11EDY_X,1,NO,PP1 ,16Y
NONE,YES,9-11-2,TRUE,NO,NONE,,OBJ PP1,11,YES,Y,FALSE,NO,9,11EDY,9.11EDY_Y,2,NO,OBJ PP1,16Y
PP1,NO,9-12-1,FALSE,NO,NONE,,PP1,12,YES,X,FALSE,NO,9,12EDN,9.12EDN_X,1,NO,PP1 ,16Y
OBJ,YES,9-12-2,FALSE,NO,PP1,,OBJ > PP1,12,YES,Y,FALSE,NO,9,12EDN,9.12EDN_Y,2,NO,OBJ > PP1,16Y
PP1,NO,9-13-1,TRUE,NO,NONE,,PP1,13,YES,X,FALSE,NO,9,13EDY,9.13EDY_X,1,NO,PP1 ,16Y
PP1,YES,9-13-2,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,Y,FALSE,NO,9,13EDY,9.13EDY_Y,2,NO,PP1 > OBJ,16Y
PP1,NO,9-14-1,TRUE,NO,NONE,PP2,PP1,14,YES,X,TRUE,NO,9,14EQY,9.14EQY_X,1,YES,PP1 ,16Y
PP1,NO,9-14-2,TRUE,NO,NONE,,PP1,14,YES,Y,TRUE,NO,9,14EQY,9.14EQY_Y,2,NO,PP1 ,16Y
OBJ,YES,9-15-1,FALSE,NO,PP1,,OBJ > PP1,15,YES,X,FALSE,NO,9,15EDN,9.15EDN_X,1,NO,OBJ > PP1,16Y
